equipment_id,hotel_id,equipment_type,location,exact_location,install_year,manufacturer,condition,hotel_name,city,province,star_rating,rooms,hotel_type,record_id,last_service_date,service_interval_months,months_since_service,fault_count,technician,service_cost_LKR,next_service_date,equipment_age_years,risk_level,usage_level,daily_exposure_hours,humidity_level,temperature_avg_c,coastal_exposure,power_fluctuation_level,backup_power_available,technician_experience_years,service_quality_score,certification_status,last_audit_score,activated_before,activation_count,last_activation_year,floor_level,near_emergency_exit
FE002799,H0211,Fire Extinguisher,Corridor,Restaurant 2 (Floor 6),2016,FirePro SL,Good,Jetwing Heights Kegalle,Kegalle,Sabaragamuwa,4,214,Eco Lodge,M002799,11/16/2025,6,0,0,FirePro SL,3300,5/17/2026,9,Low,High,18,Low,32,No,Low,Yes,6,4,Valid,94,No,0,,6,Yes
FE002800,H0160,Emergency Light,Exit Route,Floor 2 – Corridor 2,2020,Local,Good,Jetwing Palace Puttalam,Puttalam,North Western,5,299,Hill Country,M002800,11/22/2025,3,0,1,SafetyOne Services,3750,2/21/2026,5,Low,Low,4,Medium,26,No,Low,Yes,10,5,Valid,81,Yes,5,2022,2,Yes
FE002801,H0112,Smoke Detector,Guest Floor,Floor 5 – Corridor 2,2019,Local,Fair,Serendib Grand Monaragala,Monaragala,Uva,4,178,Beach Hotel,M002801,8/12/2025,12,4,0,SL FireTech,4000,8/12/2026,6,Low,High,18,Low,29,No,High,Yes,1,4,Valid,90,No,0,,5,No
FE002802,H0044,Fire Extinguisher,Kitchen,Laundry 4 (Floor 1),2015,ABC Lanka,Good,Cinnamon Cove Ratnapura,Ratnapura,Sabaragamuwa,3,101,Beach Hotel,M002802,12/17/2025,6,0,2,Lanka Safety,3500,6/17/2026,10,Medium,High,18,Medium,31,No,Medium,No,14,5,Valid,64,Yes,4,2021,1,No
FE002803,H0048,Emergency Light,Exit Route,Floor 3 – Corridor 2,2022,Philips,Good,Heritance Heights Kilinochchi,Kilinochchi,Northern,4,243,Hill Country,M002803,12/15/2025,6,0,0,FirePro SL,3350,6/15/2026,3,Low,High,18,Low,30,No,High,Yes,3,4,Valid,97,No,0,,3,No
FE002804,H0067,Fire Alarm,Lobby,Floor 4 – Corridor 1,2016,Siemens,Good,Aitken Palace Jaffna,Jaffna,Northern,4,175,Resort,M002804,6/18/2025,6,5,0,Lanka Safety,5950,12/17/2025,9,Low,High,18,Low,32,No,Medium,Yes,11,4,Valid,97,No,0,,4,No
FE002805,H0064,Fire Extinguisher,Kitchen,Kitchen 4 (Floor 1),2025,SafetyOne,Good,Aitken Resort Anuradhapura,Anuradhapura,North Central,5,188,City Hotel,M002805,10/21/2025,6,1,0,FirePro SL,3550,4/21/2026,0,Low,Medium,7,Medium,32,No,High,Yes,5,4,Valid,98,No,0,,1,No
FE002806,H0232,Emergency Light,Exit Route,Floor 3 – Corridor 2,2014,Philips,Good,Heritance Sands Puttalam,Puttalam,North Western,3,132,Resort,M002806,11/21/2025,6,0,0,Tyco Lanka,2500,5/22/2026,11,Medium,High,18,Medium,30,No,Low,No,7,5,Valid,87,No,0,,3,Yes
FE002807,H0058,Hose Reel,Car Park,Car Park – Section B,2017,Tyco,Good,Jetwing Bay Anuradhapura,Anuradhapura,North Central,5,241,Boutique,M002807,10/22/2025,12,1,1,City Fire,5200,10/22/2026,8,Low,High,18,Medium,29,No,Medium,Yes,11,3,Valid,86,Yes,2,2018,0,Yes
FE002808,H0149,Fire Alarm,Conference Hall,Floor 5 – Corridor 4,2017,Siemens,Good,Aitken Cove Matara,Matara,Southern,4,211,Resort,M002808,12/15/2024,12,11,0,Lanka Safety,6550,12/15/2025,8,Low,Low,4,Medium,26,Yes,Medium,Yes,5,4,Valid,90,No,0,,5,No
FE002809,H0076,Sprinkler,Storage,Conference Hall – Zone 2,2017,Tyco,Good,Aitken Villa Negombo,Negombo,Western,4,229,Resort,M002809,7/19/2025,12,4,0,SafetyOne Services,7900,7/19/2026,8,Low,Medium,7,High,30,Yes,Low,Yes,8,5,Valid,99,No,0,,0,No
FE002810,H0007,Smoke Detector,Corridor,Floor 3 – Corridor 3,2023,Honeywell,Fair,Hilltop Cove Jaffna,Jaffna,Northern,3,214,Hill Country,M002810,10/15/2025,6,1,0,SL FireTech,4950,4/15/2026,2,Low,Medium,7,Medium,30,No,High,No,5,5,Valid,90,No,0,,3,Yes
FE002811,H0042,Sprinkler,Conference Hall,Storage – Zone 1,2009,Viking,Good,Araliya Grand Batticaloa,Batticaloa,Eastern,4,190,Resort,M002811,9/3/2025,12,3,1,SafetyOne Services,8400,9/3/2026,16,Medium,Low,4,High,29,Yes,Low,Yes,6,3,Valid,77,Yes,4,2020,0,Yes
FE002812,H0154,Fire Alarm,Lobby,Floor 1 – Corridor 1,2024,Honeywell,Good,Hilltop Palace Kegalle,Kegalle,Sabaragamuwa,5,273,Business Hotel,M002812,12/7/2025,6,0,0,SL FireTech,7250,6/7/2026,1,Low,Medium,7,Low,30,No,High,Yes,2,5,Valid,94,No,0,,1,Yes
FE002813,H0124,Smoke Detector,Corridor,Floor 2 – Corridor 2,2012,Bosch,Fair,Hilltop Sands Kilinochchi,Kilinochchi,Northern,3,35,Business Hotel,M002813,10/21/2025,6,1,0,City Fire,4300,4/21/2026,13,Medium,Medium,7,Low,31,No,High,No,12,4,Valid,85,No,0,,2,No
FE002814,H0047,Fire Alarm,Conference Hall,Floor 4 – Corridor 3,2018,Honeywell,Good,Aitken Villa Kegalle,Kegalle,Sabaragamuwa,4,152,Beach Hotel,M002814,9/8/2025,12,3,1,SL FireTech,5700,9/8/2026,7,Low,Low,4,Medium,32,No,Medium,Yes,5,5,Valid,83,Yes,4,2020,4,No
FE002815,H0151,Fire Extinguisher,Laundry,Laundry 3 (Floor 4),2018,Local,Good,Jetwing Heights Ratnapura,Ratnapura,Sabaragamuwa,5,275,Hill Country,M002815,12/15/2025,6,0,0,FirePro SL,3500,6/15/2026,7,Low,Medium,7,Medium,27,No,High,Yes,7,3,Valid,93,No,0,,4,No
FE002816,H0060,Emergency Light,Corridor,Floor 6 – Corridor 3,2010,Philips,Good,Aitken Palace Galle,Galle,Southern,5,318,Eco Lodge,M002816,9/14/2025,6,2,0,Lanka Safety,3550,3/15/2026,15,Medium,High,18,High,30,Yes,Low,Yes,1,5,Valid,89,No,0,,6,No
FE002817,H0171,Sprinkler,Storage,Conference Hall – Zone 3,2022,Viking,Fair,Ocean Heights Jaffna,Jaffna,Northern,3,66,Hill Country,M002817,11/18/2025,12,0,0,SafetyOne Services,8000,11/18/2026,3,Low,Medium,7,Medium,31,No,Medium,No,10,4,Valid,98,No,0,,0,Yes
FE002818,H0109,Fire Extinguisher,Corridor,Laundry 3 (Floor 5),2024,ABC Lanka,Good,Ocean Resort Badulla,Badulla,Uva,4,195,Business Hotel,M002818,11/4/2025,6,1,0,Tyco Lanka,3000,5/5/2026,1,Low,Low,4,Medium,32,No,High,Yes,9,5,Valid,97,No,0,,5,No
FE002819,H0226,Fire Alarm,Conference Hall,Floor 12 – Corridor 3,2015,Bosch,Good,Jetwing Retreat Monaragala,Monaragala,Uva,5,325,Beach Hotel,M002819,9/14/2025,12,2,2,Lanka Safety,6600,9/14/2026,10,Medium,Low,4,Medium,29,No,High,Yes,9,4,Valid,63,Yes,5,2023,12,No
FE002820,H0181,Fire Extinguisher,Boiler Room,Boiler Room 2 (Floor 2),2007,SafetyOne,Good,Araliya Sands Kurunegala,Kurunegala,North Western,3,157,Hill Country,M002820,8/12/2025,12,4,1,SL FireTech,3100,8/12/2026,18,High,Medium,7,Low,30,No,Low,No,8,3,Valid,61,Yes,1,2024,2,Yes
FE002821,H0070,Fire Extinguisher,Corridor,Kitchen 1 (Floor 4),2018,ABC Lanka,Good,Pearl Cove Puttalam,Puttalam,North Western,3,81,Hill Country,M002821,11/19/2025,6,0,1,Tyco Lanka,3650,5/20/2026,7,Low,High,18,Medium,30,No,Medium,No,11,4,Valid,87,Yes,5,2020,4,No
FE002822,H0216,Fire Extinguisher,Laundry,Kitchen 1 (Floor 6),2019,Local,Fair,Cinnamon Resort Kurunegala,Kurunegala,North Western,3,165,Resort,M002822,12/8/2024,12,12,0,FirePro SL,2800,12/8/2025,6,Low,Low,4,Medium,28,No,Medium,No,9,3,Valid,96,No,0,,6,No
FE002823,H0120,Fire Alarm,Security Room,Floor 2 – Corridor 4,2014,Bosch,Fair,Araliya Sands Galle,Galle,Southern,3,165,Resort,M002823,12/14/2025,12,0,2,Lanka Safety,6050,12/14/2026,11,Medium,Medium,7,Medium,29,Yes,High,No,14,4,Valid,64,Yes,3,2024,2,No
FE002824,H0249,Fire Extinguisher,Restaurant,Boiler Room 3 (Floor 1),2014,SafetyOne,Fair,Hilltop Grand Hambantota,Hambantota,Southern,4,285,Boutique,M002824,10/15/2025,12,1,0,Tyco Lanka,3050,10/15/2026,11,Medium,Low,4,High,29,Yes,Low,Yes,5,5,Valid,89,No,0,,1,No
FE002825,H0083,Emergency Light,Staircase,Floor 13 – Corridor 2,2016,Osram,Good,Araliya Resort Nuwara Eliya,Nuwara Eliya,Central,5,348,Boutique,M002825,9/22/2025,3,2,0,SafetyOne Services,3300,12/22/2025,9,Low,Medium,7,Medium,22,No,Medium,Yes,7,4,Valid,90,No,0,,13,Yes
FE002826,H0124,Smoke Detector,Conference Hall,Floor 1 – Corridor 2,2021,Local,Good,Hilltop Sands Kilinochchi,Kilinochchi,Northern,3,35,Business Hotel,M002826,7/5/2025,12,5,2,Lanka Safety,5350,7/5/2026,4,Low,High,18,Medium,28,No,Low,No,1,4,Valid,75,Yes,4,2019,1,No
FE002827,H0226,Fire Extinguisher,Corridor,Boiler Room 3 (Floor 7),2018,Local,Fair,Jetwing Retreat Monaragala,Monaragala,Uva,5,325,Beach Hotel,M002827,9/11/2025,6,3,0,SL FireTech,3850,3/12/2026,7,Low,Medium,7,Medium,28,No,Medium,Yes,7,3,Valid,97,No,0,,7,Yes
FE002828,H0043,Smoke Detector,Corridor,Floor 4 – Corridor 1,2020,Bosch,Good,Cinnamon Inn Kurunegala,Kurunegala,North Western,4,173,Hill Country,M002828,8/15/2025,12,3,0,SafetyOne Services,4500,8/15/2026,5,Low,Low,4,Medium,31,No,Medium,Yes,9,2,Valid,95,No,0,,4,No
FE002829,H0086,Fire Alarm,Conference Hall,Floor 2 – Corridor 4,2018,Siemens,Good,Lanka Sands Monaragala,Monaragala,Uva,5,229,Boutique,M002829,9/5/2025,12,3,0,FirePro SL,7550,9/5/2026,7,Low,Medium,7,Low,27,No,Medium,Yes,3,3,Valid,97,No,0,,2,No
FE002830,H0180,Smoke Detector,Conference Hall,Floor 9 – Corridor 1,2012,Honeywell,Good,Aitken Inn Monaragala,Monaragala,Uva,4,343,Boutique,M002830,8/18/2025,12,3,1,SafetyOne Services,4750,8/18/2026,13,Medium,Low,4,Medium,30,No,Medium,Yes,9,4,Valid,75,Yes,3,2021,9,No
FE002831,H0069,Smoke Detector,Lobby,Floor 5 – Corridor 3,2011,Honeywell,Fair,Jetwing Inn Jaffna,Jaffna,Northern,4,201,Boutique,M002831,10/17/2025,6,1,0,Tyco Lanka,3800,4/17/2026,14,Medium,Medium,7,Medium,26,No,Medium,Yes,5,3,Valid,81,No,0,,5,No
FE002832,H0224,Smoke Detector,Kitchen,Floor 2 – Corridor 3,2013,Siemens,Good,Pearl Retreat Nuwara Eliya,Nuwara Eliya,Central,4,83,Boutique,M002832,6/11/2025,12,6,0,Lanka Safety,4900,6/11/2026,12,Medium,Medium,7,Medium,22,No,Low,Yes,13,3,Valid,85,No,0,,2,Yes
FE002833,H0045,Fire Extinguisher,Boiler Room,Laundry 4 (Floor 1),2022,ABC Lanka,Good,Araliya Retreat Matale,Matale,Central,3,31,Hill Country,M002833,8/6/2025,12,4,0,Tyco Lanka,3000,8/6/2026,3,Low,Low,4,Low,24,No,Medium,No,9,3,Valid,98,No,0,,1,No
FE002834,H0204,Emergency Light,Lobby,Floor 2 – Corridor 2,2017,Local,Good,Hilltop Retreat Polonnaruwa,Polonnaruwa,North Central,4,243,City Hotel,M002834,6/14/2025,6,5,1,SafetyOne Services,3000,12/13/2025,8,Low,Low,4,Medium,29,No,Low,Yes,13,4,Valid,81,Yes,5,2019,2,No
FE002835,H0106,Fire Extinguisher,Boiler Room,Restaurant 4 (Floor 7),2017,SafetyOne,Fair,Aitken Inn Trincomalee,Trincomalee,Eastern,5,284,Eco Lodge,M002835,6/21/2025,6,5,1,Lanka Safety,4050,12/20/2025,8,Medium,Medium,7,High,29,Yes,Medium,Yes,14,3,Valid,72,Yes,5,2023,7,No
FE002836,H0203,Fire Extinguisher,Boiler Room,Laundry 1 (Floor 2),2017,ABC Lanka,Good,Lanka Villa Matale,Matale,Central,4,244,Hill Country,M002836,6/5/2025,6,6,0,SL FireTech,3150,12/4/2025,8,Medium,High,18,Medium,20,No,Medium,Yes,8,4,Valid,88,No,0,,2,No
FE002837,H0202,Fire Extinguisher,Laundry,Laundry 1 (Floor 5),2012,Local,Good,Hilltop Cove Kegalle,Kegalle,Sabaragamuwa,4,213,City Hotel,M002837,11/8/2025,6,1,0,City Fire,3550,5/9/2026,13,Medium,High,18,Medium,27,No,Low,Yes,14,3,Valid,86,No,0,,5,No
FE002838,H0103,Fire Extinguisher,Boiler Room,Boiler Room 2 (Floor 5),2025,ABC Lanka,Good,Pearl Bay Hambantota,Hambantota,Southern,5,239,City Hotel,M002838,12/11/2024,12,12,0,Lanka Safety,3150,12/11/2025,0,Low,Low,4,High,26,Yes,Medium,Yes,13,4,Valid,90,No,0,,5,Yes
FE002839,H0018,Smoke Detector,Kitchen,Floor 3 – Corridor 1,2015,Siemens,Good,Cinnamon Bay Badulla,Badulla,Uva,3,138,City Hotel,M002839,11/15/2025,6,0,0,SL FireTech,4900,5/16/2026,10,Medium,High,18,Medium,32,No,Medium,No,11,4,Valid,83,No,0,,3,No
FE002840,H0189,Emergency Light,Corridor,Floor 2 – Corridor 1,2011,Local,Good,Aitken Villa Negombo,Negombo,Western,5,209,Business Hotel,M002840,11/16/2025,3,0,0,Lanka Safety,3200,2/15/2026,14,Medium,Medium,7,Medium,32,Yes,Medium,Yes,7,3,Valid,83,No,0,,2,Yes
FE002841,H0035,Fire Extinguisher,Laundry,Kitchen 2 (Floor 3),2007,ABC Lanka,Good,Cinnamon Bay Polonnaruwa,Polonnaruwa,North Central,3,169,Boutique,M002841,10/5/2025,6,2,0,SL FireTech,2850,4/5/2026,18,High,Medium,7,Medium,31,No,Medium,No,10,3,Valid,74,No,0,,3,Yes
FE002842,H0178,Fire Extinguisher,Kitchen,Boiler Room 1 (Floor 3),2016,SafetyOne,Good,Jetwing Resort Nuwara Eliya,Nuwara Eliya,Central,5,347,Beach Hotel,M002842,10/22/2025,6,1,0,FirePro SL,3850,4/22/2026,9,Medium,High,18,Low,21,No,Medium,Yes,6,4,Valid,84,No,0,,3,No
FE002843,H0103,Fire Extinguisher,Laundry,Kitchen 1 (Floor 2),2011,ABC Lanka,Fair,Pearl Bay Hambantota,Hambantota,Southern,5,239,City Hotel,M002843,6/10/2025,6,6,0,City Fire,3800,12/9/2025,14,Medium,High,18,High,29,Yes,High,Yes,2,3,Valid,86,No,0,,2,No
FE002844,H0073,Fire Extinguisher,Restaurant,Boiler Room 3 (Floor 6),2013,FirePro SL,Good,Jetwing Heights Puttalam,Puttalam,North Western,4,177,Boutique,M002844,9/4/2025,6,3,0,City Fire,3050,3/5/2026,12,Medium,High,18,Medium,27,No,Medium,Yes,12,3,Valid,84,No,0,,6,Yes
FE002845,H0045,Fire Extinguisher,Laundry,Laundry 4 (Floor 2),2021,ABC Lanka,Fair,Araliya Retreat Matale,Matale,Central,3,31,Hill Country,M002845,11/9/2025,6,1,0,Lanka Safety,3200,5/10/2026,4,Low,Medium,7,Medium,19,No,Medium,No,7,4,Valid,99,No,0,,2,Yes
FE002846,H0173,Fire Extinguisher,Corridor,Boiler Room 1 (Floor 3),2015,Local,Fair,Araliya Inn Kurunegala,Kurunegala,North Western,3,115,Boutique,M002846,6/3/2025,6,6,0,SafetyOne Services,3350,12/2/2025,10,Medium,Medium,7,Medium,28,No,High,No,2,5,Valid,85,No,0,,3,No
FE002847,H0067,Smoke Detector,Guest Floor,Floor 3 – Corridor 2,2021,Local,Fair,Aitken Palace Jaffna,Jaffna,Northern,4,175,Resort,M002847,6/17/2025,6,5,0,City Fire,4650,12/16/2025,4,Low,High,18,Medium,26,No,Low,Yes,6,5,Valid,98,No,0,,3,No
FE002848,H0090,Fire Extinguisher,Boiler Room,Boiler Room 1 (Floor 2),2025,ABC Lanka,Good,Ocean Resort Galle,Galle,Southern,4,210,City Hotel,M002848,12/16/2025,12,0,0,City Fire,3600,12/16/2026,0,Low,Low,4,High,27,Yes,Low,Yes,6,3,Valid,91,No,0,,2,No
FE002849,H0121,Emergency Light,Lobby,Floor 4 – Corridor 3,2017,Osram,Fair,Jetwing Villa Kegalle,Kegalle,Sabaragamuwa,3,167,Beach Hotel,M002849,10/10/2025,3,2,1,SL FireTech,3300,1/9/2026,8,Low,Medium,7,Medium,27,No,Medium,No,9,3,Valid,85,Yes,4,2021,4,No
FE002850,H0109,Sprinkler,Kitchen,Kitchen – Zone 2,2010,Viking,Fair,Ocean Resort Badulla,Badulla,Uva,4,195,Business Hotel,M002850,12/17/2024,12,11,0,SL FireTech,7150,12/17/2025,15,Medium,Medium,7,Medium,27,No,High,Yes,13,3,Valid,85,No,0,,0,No
FE002851,H0210,Fire Extinguisher,Laundry,Restaurant 2 (Floor 4),2018,ABC Lanka,Good,Heritance Sands Ratnapura,Ratnapura,Sabaragamuwa,3,351,City Hotel,M002851,11/12/2025,6,0,1,SafetyOne Services,3400,5/13/2026,7,Medium,Medium,7,Medium,32,No,Low,No,10,4,Valid,70,Yes,3,2021,4,Yes
FE002852,H0113,Fire Extinguisher,Kitchen,Restaurant 3 (Floor 2),2022,Local,Good,Serendib Heights Badulla,Badulla,Uva,3,123,Hill Country,M002852,7/5/2025,6,5,1,FirePro SL,4000,1/3/2026,3,Low,Low,4,Low,26,No,Low,No,11,4,Valid,85,Yes,4,2022,2,Yes
FE002853,H0179,Fire Extinguisher,Corridor,Kitchen 4 (Floor 2),2017,FirePro SL,Good,Jetwing Retreat Polonnaruwa,Polonnaruwa,North Central,3,104,Resort,M002853,11/8/2025,6,1,0,FirePro SL,3700,5/9/2026,8,Low,Low,4,Medium,28,No,Low,No,4,5,Valid,96,No,0,,2,No
FE002854,H0020,Emergency Light,Corridor,Floor 2 – Corridor 2,2020,Local,Fair,Cinnamon Bay Mannar,Mannar,Northern,4,95,Resort,M002854,11/9/2025,3,1,1,Lanka Safety,3400,2/8/2026,5,Low,High,18,Medium,30,No,Medium,Yes,9,5,Valid,86,Yes,4,2021,2,No
FE002855,H0129,Sprinkler,Restaurant,Banquet Hall – Zone 3,2025,Viking,Good,Pearl Inn Polonnaruwa,Polonnaruwa,North Central,3,125,Business Hotel,M002855,3/24/2025,12,8,0,FirePro SL,7300,3/24/2026,0,Low,Low,4,Medium,29,No,High,No,2,4,Valid,92,No,0,,0,No
FE002856,H0198,Fire Alarm,Security Room,Floor 3 – Corridor 3,2018,Local,Good,Cinnamon Cove Ampara,Ampara,Eastern,3,129,Boutique,M002856,12/18/2024,12,11,0,SafetyOne Services,5500,12/18/2025,7,Low,Medium,7,High,32,Yes,High,No,5,3,Valid,97,No,0,,3,No
FE002857,H0011,Smoke Detector,Conference Hall,Floor 2 – Corridor 2,2016,Honeywell,Fair,Serendib Palace Kurunegala,Kurunegala,North Western,3,92,Beach Hotel,M002857,10/10/2025,6,2,0,FirePro SL,3650,4/10/2026,9,Low,Low,4,Medium,31,No,Low,No,3,5,Valid,96,No,0,,2,No
FE002858,H0017,Emergency Light,Staircase,Floor 4 – Corridor 2,2015,Osram,Fair,Serendib Villa Polonnaruwa,Polonnaruwa,North Central,5,199,City Hotel,M002858,11/6/2025,3,1,0,Tyco Lanka,2700,2/5/2026,10,Medium,Low,4,Medium,31,No,Low,Yes,6,3,Valid,83,No,0,,4,No
FE002859,H0227,Smoke Detector,Kitchen,Floor 2 – Corridor 1,2014,Honeywell,Good,Ocean Heights Anuradhapura,Anuradhapura,North Central,4,183,Beach Hotel,M002859,5/15/2025,6,6,0,SafetyOne Services,4700,11/13/2025,11,Medium,Low,4,Medium,26,No,High,Yes,2,3,Valid,83,No,0,,2,No
FE002860,H0155,Fire Extinguisher,Kitchen,Restaurant 4 (Floor 4),2023,SafetyOne,Good,Ocean Villa Ampara,Ampara,Eastern,5,277,Resort,M002860,3/22/2025,6,8,0,City Fire,3950,9/20/2025,2,Low,Low,4,Medium,32,Yes,Low,Yes,13,5,Expired,99,No,0,,4,Yes
FE002861,H0013,Smoke Detector,Conference Hall,Floor 5 – Corridor 2,2020,Siemens,Good,Lanka Villa Polonnaruwa,Polonnaruwa,North Central,4,194,Hill Country,M002861,12/8/2025,6,0,0,SafetyOne Services,4600,6/8/2026,5,Low,High,18,Medium,26,No,Medium,Yes,10,2,Valid,96,No,0,,5,No
FE002862,H0068,Fire Extinguisher,Laundry,Restaurant 4 (Floor 2),2014,ABC Lanka,Good,Cinnamon Bay Kegalle,Kegalle,Sabaragamuwa,5,320,Beach Hotel,M002862,12/10/2025,6,0,1,City Fire,3550,6/10/2026,11,Medium,Low,4,Medium,32,No,Low,Yes,9,5,Valid,71,Yes,5,2022,2,No
FE002863,H0216,Emergency Light,Exit Route,Floor 1 – Corridor 1,2016,Philips,Fair,Cinnamon Resort Kurunegala,Kurunegala,North Western,3,165,Resort,M002863,9/9/2025,3,3,2,Lanka Safety,2750,12/9/2025,9,Medium,High,18,Low,31,No,Low,No,4,4,Valid,64,Yes,4,2023,1,Yes
FE002864,H0174,Sprinkler,Kitchen,Kitchen – Zone 1,2016,Viking,Good,Jetwing Grand Hambantota,Hambantota,Southern,3,140,Resort,M002864,11/20/2025,12,0,0,FirePro SL,7200,11/20/2026,9,Medium,Medium,7,High,26,Yes,Medium,No,7,4,Valid,85,No,0,,0,No
FE002865,H0226,Emergency Light,Exit Route,Floor 5 – Corridor 2,2020,Osram,Good,Jetwing Retreat Monaragala,Monaragala,Uva,5,325,Beach Hotel,M002865,6/5/2025,6,6,0,SL FireTech,2700,12/4/2025,5,Low,Medium,7,Low,30,No,Medium,Yes,5,4,Valid,93,No,0,,5,No
FE002866,H0039,Smoke Detector,Lobby,Floor 5 – Corridor 1,2021,Siemens,Good,Ocean Sands Trincomalee,Trincomalee,Eastern,4,100,Hill Country,M002866,12/6/2025,6,0,0,SL FireTech,4650,6/6/2026,4,Low,Medium,7,High,29,Yes,Medium,Yes,8,4,Valid,90,No,0,,5,No
FE002867,H0179,Smoke Detector,Corridor,Floor 1 – Corridor 3,2012,Local,Good,Jetwing Retreat Polonnaruwa,Polonnaruwa,North Central,3,104,Resort,M002867,4/16/2025,6,7,0,City Fire,4750,10/15/2025,13,Medium,Medium,7,Low,29,No,Medium,No,12,3,Expired,80,No,0,,1,No
FE002868,H0009,Smoke Detector,Guest Floor,Floor 2 – Corridor 2,2016,Honeywell,Good,Jetwing Grand Ampara,Ampara,Eastern,4,151,Eco Lodge,M002868,6/9/2025,12,6,0,City Fire,3950,6/9/2026,9,Low,High,18,High,27,Yes,Medium,Yes,4,4,Valid,92,No,0,,2,No
FE002869,H0152,Fire Alarm,Security Room,Floor 8 – Corridor 2,2014,Honeywell,Good,Cinnamon Heights Puttalam,Puttalam,North Western,4,200,Eco Lodge,M002869,5/3/2025,12,7,1,Lanka Safety,7450,5/3/2026,11,Medium,Low,4,Low,31,No,High,Yes,14,5,Valid,78,Yes,4,2018,8,No
FE002870,H0006,Sprinkler,Storage,Banquet Hall – Zone 1,2015,Local,Good,Jetwing Retreat Kurunegala,Kurunegala,North Western,3,105,Hill Country,M002870,12/19/2024,12,11,1,Lanka Safety,8000,12/19/2025,10,Medium,Medium,7,Low,31,No,High,No,7,5,Valid,71,Yes,3,2019,0,No
FE002871,H0047,Emergency Light,Lobby,Floor 1 – Corridor 3,2016,Philips,Fair,Aitken Villa Kegalle,Kegalle,Sabaragamuwa,4,152,Beach Hotel,M002871,11/7/2025,6,1,1,Tyco Lanka,3500,5/8/2026,9,Medium,High,18,Low,31,No,Low,Yes,11,5,Valid,74,Yes,1,2021,1,No
FE002872,H0072,Emergency Light,Staircase,Floor 1 – Corridor 1,2014,Osram,Good,Serendib Retreat Ratnapura,Ratnapura,Sabaragamuwa,3,212,Boutique,M002872,12/2/2025,3,0,2,FirePro SL,3400,3/3/2026,11,Medium,High,18,Medium,27,No,Medium,No,5,4,Valid,66,Yes,1,2022,1,No
FE002873,H0056,Fire Alarm,Conference Hall,Floor 5 – Corridor 3,2021,Honeywell,Good,Ocean Heights Matale,Matale,Central,3,175,Beach Hotel,M002873,12/16/2025,12,0,0,Lanka Safety,6850,12/16/2026,4,Low,High,18,Medium,21,No,High,No,3,3,Valid,91,No,0,,5,No
FE002874,H0078,Emergency Light,Corridor,Floor 5 – Corridor 4,2018,Osram,Fair,Jetwing Heights Hambantota,Hambantota,Southern,4,162,Boutique,M002874,12/3/2025,3,0,0,SafetyOne Services,2500,3/4/2026,7,Low,Medium,7,High,28,Yes,High,Yes,8,4,Valid,90,No,0,,5,Yes
FE002875,H0194,Smoke Detector,Conference Hall,Floor 1 – Corridor 2,2022,Siemens,Fair,Aitken Resort Hambantota,Hambantota,Southern,3,45,Hill Country,M002875,12/12/2024,12,11,1,Tyco Lanka,5300,12/12/2025,3,Low,High,18,Medium,32,Yes,Low,No,6,4,Valid,86,Yes,1,2019,1,No
FE002876,H0083,Sprinkler,Restaurant,Banquet Hall – Zone 2,2025,Local,Fair,Araliya Resort Nuwara Eliya,Nuwara Eliya,Central,5,348,Boutique,M002876,10/20/2025,6,1,0,SL FireTech,7650,4/20/2026,0,Low,Medium,7,Medium,23,No,Medium,Yes,4,4,Valid,94,No,0,,0,Yes
FE002877,H0068,Emergency Light,Lobby,Floor 6 – Corridor 3,2013,Osram,Fair,Cinnamon Bay Kegalle,Kegalle,Sabaragamuwa,5,320,Beach Hotel,M002877,10/6/2025,6,2,1,Tyco Lanka,3000,4/6/2026,12,Medium,Medium,7,Medium,28,No,Medium,Yes,9,3,Valid,76,Yes,3,2018,6,No
FE002878,H0186,Smoke Detector,Conference Hall,Floor 6 – Corridor 4,2023,Local,Fair,Jetwing Sands Matara,Matara,Southern,4,222,Hill Country,M002878,10/22/2025,6,1,0,City Fire,4000,4/22/2026,2,Low,Low,4,High,26,Yes,Medium,Yes,9,4,Valid,90,No,0,,6,No
FE002879,H0196,Fire Extinguisher,Kitchen,Laundry 1 (Floor 4),2017,Local,Good,Heritance Retreat Jaffna,Jaffna,Northern,4,203,Boutique,M002879,6/5/2025,6,6,1,SafetyOne Services,4000,12/4/2025,8,Medium,Medium,7,Low,32,No,Medium,Yes,2,3,Valid,75,Yes,1,2022,4,No
FE002880,H0215,Fire Alarm,Security Room,Floor 1 – Corridor 3,2020,Local,Good,Hilltop Palace Polonnaruwa,Polonnaruwa,North Central,3,101,Beach Hotel,M002880,11/18/2025,6,0,0,FirePro SL,6250,5/19/2026,5,Low,Low,4,Medium,29,No,Low,No,10,4,Valid,95,No,0,,1,No
FE002881,H0248,Sprinkler,Kitchen,Storage – Zone 1,2020,Tyco,Fair,Ocean Resort Hambantota,Hambantota,Southern,3,80,Eco Lodge,M002881,11/8/2024,12,13,0,SL FireTech,8250,11/8/2025,5,Low,Medium,7,Medium,32,Yes,Medium,No,13,4,Expired,96,No,0,,0,No
